method,num_datasets,num_seeds,auroc_mean,auroc_std,auprc_mean,auprc_std,seed_macro_auroc,seed_macro_auprc
aligned_feature_knn_context,8,3,0.7493856526278041,0.00020686347628840043,0.2721202726311032,0.0038241438614898013,"[0.7491828361163504, 0.7493044743458441, 0.7496696474212179]","[0.2758361254414806, 0.2736653511963432, 0.2668593412554857]"
prototype_only,8,3,0.7342800557350279,0.0011384437827662525,0.2666307339009928,0.003749333817702255,"[0.7339308612093429, 0.7358157660560702, 0.7330935399396703]","[0.2694335033680947, 0.2691273766943533, 0.26133132164053036]"
residual_knn_context,8,3,0.7465154223560516,0.002293390649875524,0.2704448673033078,0.0034284699137269586,"[0.7433149129208731, 0.7485706666624281, 0.7476606874848537]","[0.2734194995781836, 0.27227346447082024, 0.26564163786091954]"
