method,run_count,train_seconds_sum,inference_seconds_sum,total_seconds_sum,total_seconds_mean_per_run,total_seconds_max_single_run,peak_gpu_allocated_gib,peak_gpu_reserved_gib,peak_process_rss_gib
GCN,36,62.69054040312767,0.023450173437595367,71.63154724054039,1.9897652011261218,4.0924556870013475,0.5608663558959961,0.578125,1.6021995544433594
GAT,36,59.97690421901643,0.07397722825407982,70.1656642369926,1.9490462288053498,2.5288940649479628,0.8969340324401855,1.02734375,1.6761589050292969
BWGNN,36,61.975588731467724,0.054086556658148766,71.16660615615547,1.9768501710043185,3.492975728586316,0.5741143226623535,0.578125,1.6360702514648438
XGBGraph,36,1245.2894880473614,6.362013328820467,1306.9876912068576,36.30521364463493,185.8093277849257,0.0,0.0,6.796466827392578
DOMINANT,36,78.73385656811297,0.2182292379438877,88.48139300942421,2.457816472484006,6.383865283802152,3.149984359741211,3.66015625,1.7227859497070312
AnomalyDAE,36,372.8697436414659,12.694973181933165,408.98793022707105,11.360775839640862,68.04965723492205,3.7007036209106445,3.876953125,1.8069000244140625
CoLA,36,41.51644843444228,0.9999509118497372,53.25053104944527,1.4791814180401464,2.240739621222019,1.5998139381408691,1.689453125,1.6595687866210938
ADA-GAD,36,233.22656025737524,13.191444782540202,273.73547761514783,7.60376326708744,39.5392602365464,3.1342673301696777,3.625,1.9532585144042969
