trial,dataset,community,hard_size,hard_share,soft_mass,soft_share,hard_anomaly_rate,soft_anomaly_rate,anomaly_lift,risk_tier,mean_total_score,mean_adhesion_score,mean_context_score,mean_context_raw,mean_assignment_prob_hard,prototype_norm,top_nodes_by_score
1,weibo,14,15,0.001784651992861392,188.02120971679688,0.02237016177475275,0.13333334028720856,0.08680012072575363,0.8405011497391307,baseline-risk,0.46856915950775146,0.46451133489608765,0.20288974046707153,0.03608805686235428,0.05320896580815315,0.8003910779953003,5245;1288;4624;4989;7691
1,weibo,27,74,0.008804283164782867,189.6019744873047,0.02255823610794821,0.12162162363529205,0.07994119991337342,0.7740849883262958,low-risk,0.033932123333215714,0.027125222608447075,0.34034523367881775,0.04536368325352669,0.061319008469581604,0.591880202293396,6598;2373;7646;561;1492
1,weibo,15,10,0.001189767995240928,192.32090759277344,0.022881726066956983,0.10000000149011612,0.07679519799516722,0.7436216870402494,low-risk,-0.08572752773761749,-0.08165062963962555,-0.2038452923297882,0.008641170337796211,0.03648696094751358,0.4348882734775543,7340;4111;4082;3365;3319
1,weibo,6,0,0.0,188.75096130371094,0.022456985283011415,nan,0.07567426260075287,0.7327674684065534,low-risk,nan,nan,nan,nan,nan,0.3815630078315735,
1,weibo,28,3,0.0003569303985722784,187.72279357910156,0.022334657177763423,0.6666666865348816,0.07566460999963341,0.7326740005372573,low-risk,-0.061859339475631714,-0.09110316634178162,1.4621915817260742,0.12106699496507645,0.044561173766851425,0.2937717139720917,990;1381;4756
1,weibo,9,18,0.0021415823914336706,188.09048461914062,0.022378403880920956,0.3888888955116272,0.07439476327171499,0.7203778467314338,low-risk,-0.09628265351057053,-0.09336286038160324,-0.14598950743675232,0.012545333243906498,0.04205293208360672,0.30749741196632385,5646;1470;5630;4381;820
1,weibo,11,6,0.0007138607971445568,189.39366149902344,0.022533451695303203,0.0,0.07399531054147672,0.7165098742421734,low-risk,1.132230281829834,1.089841365814209,2.1194465160369873,0.16541922092437744,0.14949548244476318,0.33633413910865784,5664;4710;5025;1098;1488
1,weibo,18,7,0.0008328375966686496,187.74942016601562,0.022337825123856708,0.2857142984867096,0.07398389170267233,0.7163993035763319,low-risk,-0.1016223207116127,-0.10122053325176239,-0.020089397206902504,0.021041199564933777,0.034727685153484344,0.30940017104148865,3553;7323;4402;3445;2353
1,weibo,34,7,0.0008328375966686496,188.8731689453125,0.022471525157086555,0.8571428656578064,0.07311291021140073,0.707965433453867,low-risk,-0.08199315518140793,-0.08064130693674088,-0.06759228557348251,0.01783565618097782,0.048731300979852676,0.2823634147644043,6696;7303;1770;6497;1129
1,weibo,12,28,0.0033313503866745984,190.1544189453125,0.0226239641814768,0.0714285746216774,0.07265373484588299,0.7035191559668929,low-risk,-0.10720568895339966,-0.10163376480340958,-0.2785966396331787,0.003596871392801404,0.03805571049451828,0.3163110613822937,3082;821;6515;6517;3955
1,weibo,8,14,0.0016656751933372992,191.5985870361328,0.02279578667889742,0.5,0.0722501929057665,0.6996115869243623,low-risk,-0.09030484408140182,-0.08712083846330643,-0.15920056402683258,0.011653839610517025,0.050926126539707184,0.30269861221313477,3960;7130;3619;1648;6646
1,weibo,29,1,0.0001189767995240928,183.6945343017578,0.021855387781291827,0.0,0.07210328130701718,0.6981890155428206,low-risk,-0.10973183810710907,-0.10322675108909607,-0.3252542316913605,0.00044837078894488513,0.03063998743891716,0.28199106454849243,4413
1,weibo,35,2,0.0002379535990481856,186.69403076171875,0.022212258270281827,1.0,0.07196347731534104,0.6968352683963948,low-risk,-0.07755181193351746,-0.07569395750761032,-0.09289276599884033,0.016128355637192726,0.03919001296162605,0.2703709006309509,527;433
1,weibo,10,51,0.006067816775728733,186.9653778076172,0.02224454227336314,0.0,0.07075692505006945,0.6851520062338314,low-risk,-0.08343928307294846,-0.08216887712478638,-0.06351997703313828,0.01811046153306961,0.039795488119125366,0.2903774082660675,2676;5135;6010;4962;4354
1,weibo,33,8,0.0009518143961927424,188.1813507080078,0.022389214837359644,0.375,0.07056829510758227,0.6833254686413709,low-risk,-0.029211338609457016,-0.041239526122808456,0.6014093160629272,0.06298055499792099,0.05421609431505203,0.2794743478298187,7730;6859;250;7310;7453
1,weibo,19,141,0.016775728732897083,204.2720489501953,0.02430363461632306,0.06382978707551956,0.07020609187471413,0.679818189721486,low-risk,0.07716996967792511,0.05983548238873482,0.8667246103286743,0.08088430762290955,0.16510722041130066,1.7021162509918213,7287;4838;3508;4041;7843
1,weibo,3,45,0.005353955978584176,189.00982666015625,0.02248778425462894,0.06666667014360428,0.06957585773599194,0.6737155194282674,low-risk,-0.10396116226911545,-0.10146287083625793,-0.12491366267204285,0.013967554084956646,0.03261995688080788,0.27677440643310547,6445;3849;6053;7609;7521
