trial,dataset,n_nodes,anomaly_rate,top_fraction,top_count,top_anomaly_rate,top_anomaly_lift,top_community_entropy_norm,top_dominant_community,total_AUROC,total_AUPRC,adhesion_AUROC,adhesion_AUPRC,context_AUROC,context_AUPRC,adhesion_raw_lift_top_vs_rest,context_raw_lift_top_vs_rest
0,weibo,8405,0.10327186435461044,0.05,421,0.3824228048324585,3.7030686646588626,0.5876625653062665,8,0.8038981577214467,0.347947609519557,0.6966231567890266,0.30647597371877655,0.8390586470799355,0.33810094658361406,255.1886749267578,21.90890884399414
1,weibo,8405,0.10327186435461044,0.05,421,0.40142518281936646,3.8870721016613983,0.4338775117621154,21,0.8099165468787163,0.34251139428077165,0.7068858913538066,0.314844872942287,0.8118340457429981,0.2841376640725258,269.56536865234375,14.381768226623535
2,weibo,8405,0.10327186435461044,0.05,421,0.3420427441596985,3.3120612888831653,0.5772751853263145,33,0.8211580931918663,0.3378402039163163,0.6935739140058048,0.29042806217754336,0.8354371888239218,0.3136744366549224,281.8348083496094,15.606922149658203
