method,dataset,n,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,seconds_mean
Non-residual + KMeans,ACM,5,0.6480011627344251,0.005037527549812291,0.1161668877951719,0.002615440281046814,28.06119168549776
Residual + KMeans,ACM,5,0.7628225262187229,0.001515844151472689,0.23537929197185675,0.004807315134547558,32.88803656846285
